Restaurant Name,Zip Code,Inspection Date,Score,Address,Facility ID,Process Description,coordinates,original_latitude,original_longitude,new_latitude,new_longitude
Papa John's Pizza ,78701.0,2022-11-15,82,"411 W MARTIN LUTHER KING JR BLVD AUSTIN, TX 78701 ",2800859,Routine Inspection,"['30.28111', ' -97.74214']",30.28111, -97.74214,30.2812954,-97.742237
Hotel Ella,78705.0,2022-11-15,72,"1900 RIO GRANDE ST AUSTIN, TX 78705 ",11533517,Routine Inspection,"['30.28307', ' -97.74513']",30.28307, -97.74513,30.2832082,-97.7453625
Kentucky Fried Chicken,78729.0,2022-11-15,95,"13435 N US 183 HWY AUSTIN, TX 78729 ",11789508,Routine Inspection,"['30.45051', ' -97.78537']",30.45051, -97.78537,30.4481652,-97.7892801
Godinez Bakery,78753.0,2022-11-15,90,"9616 N LAMAR BLVD AUSTIN, TX 78753 ",12186270,Routine Inspection,"['30.36657', ' -97.69506']",30.36657, -97.69506,30.3660338,-97.6965442
"Center at Parmer, The",78717.0,2022-11-15,95,"13800 N FM 620 RD AUSTIN, TX 78717 ",12186050,Routine Inspection,"['30.47561', ' -97.77297']",30.47561, -97.77297,30.4757613,-97.7725257
Burger King,78724.0,2022-11-15,93,"6000 FM 969 RD AUSTIN, TX 78724 ",11542424,Routine Inspection,"['30.2855', ' -97.66398']",30.2855, -97.66398,30.2861882,-97.6639375
Odd Duck,78704.0,2022-11-15,94,"1201 S LAMAR BLVD AUSTIN, TX 78704 ",11035154,Routine Inspection,"['30.25485', ' -97.76222']",30.25485, -97.76222,30.254672,-97.762051
7 - Eleven Convenience Store ,78753.0,2022-11-15,89,"1625 E PARMER LN AUSTIN, TX 78753 ",11424489,Routine Inspection,"['30.38672', ' -97.64922']",30.38672, -97.64922,30.3867189,-97.6491104
Sonic Drive - In ,78748.0,2022-11-15,95,"9916 BRODIE LN AUSTIN, TX 78748 ",12393048,Routine Inspection,"['30.18482', ' -97.8496']",30.18482, -97.8496,30.1847413,-97.8496826
Starbuck's Coffee ,78757.0,2022-11-15,95,"2900 W ANDERSON LN AUSTIN, TX 78757 ",2801336,Routine Inspection,"['30.35959', ' -97.73741']",30.35959, -97.73741,30.3598522,-97.7379005
Wu Chow,78701.0,2022-11-15,71,"500 W 5TH ST AUSTIN, TX 78701 ",11427856,Routine Inspection,"['30.26849', ' -97.74791']",30.26849, -97.74791,30.2685782,-97.7478856
"Austin Beer Garden Brewing Co., The",78704.0,2022-11-15,93,"1305 W OLTORF ST AUSTIN, TX 78704 ",10997570,Routine Inspection,"['30.24594', ' -97.76896']",30.24594, -97.76896,30.2453301,-97.7688939
Open Door Preschool,78703.0,2022-11-15,94,"1717 W 10TH ST AUSTIN, TX 78703 ",10207450,Routine Inspection,"['30.28013', ' -97.7622']",30.28013, -97.7622,30.2793547,-97.7626485
BC - Snack Max # 6,78738.0,2022-11-15,85,"13006 W SH BEE CAVE, TX 78738",11753835,Routine Inspection,,,,30.3258423,-97.7268713
Brodie Market,78745.0,2022-11-15,91,"7612 BRODIE LN AUSTIN, TX 78745 ",11903671,Routine Inspection,"['30.20679', ' -97.83554']",30.20679, -97.83554,30.206978,-97.835563
Houndstooth,78721.0,2022-11-14,94,"2001 ED BLUESTEIN BLVD AUSTIN, TX 78721 ",12395362,Routine Inspection,"['30.2601', ' -97.67436']",30.2601, -97.67436,30.2597423,-97.6739713
BC - Hill Country Food Mart,78738.0,2022-11-14,91,"13908 W SH BEE CAVE, TX 78738",10426941,Routine Inspection,,,,30.3095991,-97.9612324
White Tiger,78704.0,2022-11-14,94,"1321 S CONGRESS AVE AUSTIN, TX 78704 ",12394231,Routine Inspection,"['30.25041', ' -97.7494']",30.25041, -97.7494,30.2503133,-97.7491185
Star Papa,78737.0,2022-11-14,99,"11601 W US 290 HWY AUSTIN, TX 78737 ",11601205,Routine Inspection,"['30.21432', ' -97.96578']",30.21432, -97.96578,30.2134882,-97.9655615
Whataburger ,78748.0,2022-11-14,98,"3400 W SLAUGHTER LN AUSTIN, TX 78748 ",2802067,Routine Inspection,"['30.18256', ' -97.84763']",30.18256, -97.84763,30.1829578,-97.847439
Moonshine Patio Bar & Grill,78701.0,2022-11-14,80,"600 E 3RD ST AUSTIN, TX 78701 ",2802664,Routine Inspection,"['30.26363', ' -97.738']",30.26363, -97.738,30.2637566,-97.7380271
"Child, Inc. - Ortega Preschool",78721.0,2022-11-14,100,"1135 GARLAND AVE AUSTIN, TX 78721 ",2801875,Routine Inspection,"['30.26992', ' -97.68496']",30.26992, -97.68496,30.2699717,-97.6842751
BC - Subway,78738.0,2022-11-14,93,"12717 SHOPS PKWY BEE CAVE, TX 78738 ",10262005,Routine Inspection,"['30.30422', ' -97.94148']",30.30422, -97.94148,30.3040527,-97.9415468
Pak-N-Save,78741.0,2022-11-14,79,"753 MONTOPOLIS DR AUSTIN, TX 78741 ",2803608,Routine Inspection,"['30.2365', ' -97.69583']",30.2365, -97.69583,30.2364059,-97.6957105
Austin's Park n Pizza,78660.0,2022-11-14,87,"16231 N IH SVRD NB AUSTIN, TX 78660",2801896,Routine Inspection,,,,30.4630677,-97.6662977
512 Boutique Events,78741.0,2022-11-14,98,"6319 EL MIRANDO ST AUSTIN, TX 78741 ",12395518,Routine Inspection,"['30.23939', ' -97.6924']",30.23939, -97.6924,30.3328634,-97.8080654
Vinaigrette TX LLC,78704.0,2022-11-14,82,"2201 COLLEGE AVE AUSTIN, TX 78704 ",11463881,Routine Inspection,"['30.24125', ' -97.75196']",30.24125, -97.75196,30.2412884,-97.7520285
East Side King,78704.0,2022-11-14,91,"2310 S LAMAR BLVD AUSTIN, TX 78704 ",11049507,Routine Inspection,"['30.24733', ' -97.77486']",30.24733, -97.77486,30.247515,-97.774758
Shipley Do-Nuts,78745.0,2022-11-14,93,"8213 BRODIE LN AUSTIN, TX 78745 ",10004890,Routine Inspection,"['30.2009', ' -97.83871']",30.2009, -97.83871,30.2008763,-97.838351
"Magellan International School, The",78731.0,2022-11-14,84,"7130 CHIMNEY CORNERS AUSTIN, TX 78731 ",10438602,Routine Inspection,"['30.35808', ' -97.76078']",30.35808, -97.76078,30.3582078,-97.7609754
Nono's Tacos,78753.0,2022-11-14,91,"102 W POWELL LN AUSTIN, TX 78753 ",11216974,Routine Inspection,"['30.34769', ' -97.70351']",30.34769, -97.70351,30.3480199,-97.7034359
P6,78701.0,2022-11-14,90,"111 E CESAR CHAVEZ ST AUSTIN, TX 78701 ",12186486,Routine Inspection,"['30.26317', ' -97.74378']",30.26317, -97.74378,30.2627413,-97.7439004
"Childrens Courtyard, The",78749.0,2022-11-14,94,"5914 W WILLIAM CANNON DR AUSTIN, TX 78749 ",12393874,Routine Inspection,"['30.22826', ' -97.86145']",30.22826, -97.86145,30.228912,-97.861603
"Line Hotel Austin Events, The",78701.0,2022-11-14,90,"111 E CESAR CHAVEZ ST AUSTIN, TX 78701 ",12186485,Routine Inspection,"['30.26317', ' -97.74378']",30.26317, -97.74378,30.2627417,-97.7439209
OH K DOG,78752.0,2022-11-14,74,"6929 AIRPORT BLVD AUSTIN, TX 78752 ",12394389,Routine Inspection,"['30.33672', ' -97.71832']",30.33672, -97.71832,30.3368925,-97.716635
Grab N Go # 6,78737.0,2022-11-14,95,"12009 W US 290 HWY AUSTIN, TX 78737 ",12393702,Routine Inspection,"['30.21143', ' -97.96832']",30.21143, -97.96832,30.2109209,-97.9676727
Yaghi's New York Pizzaria,78749.0,2022-11-14,93,"4220 W WILLIAM CANNON DR AUSTIN, TX 78749 ",2802742,Routine Inspection,"['30.2219', ' -97.8381']",30.2219, -97.8381,30.2221729,-97.8377703
Fish & Rice Poke Bar,78752.0,2022-11-14,76,"6719 N LAMAR BLVD AUSTIN, TX 78752 ",12185871,Routine Inspection,"['30.33544', ' -97.72021']",30.33544, -97.72021,30.335299,-97.7200726
Austin Food Mart,78758.0,2022-11-14,97,"812 THURMOND ST AUSTIN, TX 78758 ",12397325,Routine Inspection,"['30.3538', ' -97.70592']",30.3538, -97.70592,30.3539178,-97.706095
BC-Learn and Laugh Preschool,78738.0,2022-11-14,87,"11715 FM 2244 RD BEE CAVE, TX 78738 ",12129070,Routine Inspection,"['30.30917', ' -97.91852']",30.30917, -97.91852,30.3174007,-97.9932656
BC - Kwik Chek ,78738.0,2022-11-14,96,"14417 W SH BEE CAVE, TX 78738",10374866,Routine Inspection,,,,30.3098218,-97.9666297
Texican Cafe,78748.0,2022-11-10,96,"11940 MANCHACA RD AUSTIN, TX 78748 ",2800663,Routine Inspection,"['30.14571', ' -97.83342']",30.14571, -97.83342,30.145635,-97.833991
"Line ATX Restaurant, The",78701.0,2022-11-10,82,"111 E CESAR CHAVEZ ST AUSTIN, TX 78701 ",11522498,Routine Inspection,"['30.26317', ' -97.74378']",30.26317, -97.74378,30.2626651,-97.7436224
Salvation Pizza/Durham Trading Partners X,78701.0,2022-11-10,89,"51 RAINEY ST AUSTIN, TX 78701 ",11253125,Routine Inspection,"['30.25689', ' -97.73946']",30.25689, -97.73946,30.2569314,-97.7393266
La Casa Super Mercado,78754.0,2022-11-10,87,"13015 DESSAU RD AUSTIN, TX 78754 ",11660209,Routine Inspection,"['30.39873', ' -97.64124']",30.39873, -97.64124,30.3987636,-97.6409835
PK's Cuisine,78701.0,2022-11-10,85,"620 W 6TH ST AUSTIN, TX 78701 ",12395048,Routine Inspection,"['30.26989', ' -97.74936']",30.26989, -97.74936,30.2700231,-97.749312
LW - Lakeway Market,78734.0,2022-11-10,70,"2114 LAKEWAY BLVD LAKEWAY, TX 78734 ",10647346,Routine Inspection,"['30.35786', ' -97.97821']",30.35786, -97.97821,30.358238,-97.97861
Walgreens ,78704.0,2022-11-10,95,"2501 S LAMAR BLVD AUSTIN, TX 78704 ",10001616,Routine Inspection,"['30.24644', ' -97.77831']",30.24644, -97.77831,30.2460508,-97.7777411
Popham Elementary School,78617.0,2022-11-10,100,"7014 ELROY RD AUSTIN, TX 78617 ",2801056,Routine Inspection,"['30.15831', ' -97.64315']",30.15831, -97.64315,30.1578444,-97.6439567
Velvet Taco,78701.0,2022-11-10,84,"522 CONGRESS AVE AUSTIN, TX 78701 ",12186501,Routine Inspection,"['30.26787', ' -97.74289']",30.26787, -97.74289,30.2679585,-97.7431724
Roses Kitchen,78748.0,2022-11-10,88,"11200 MANCHACA RD AUSTIN, TX 78748 ",12395140,Routine Inspection,"['30.15772', ' -97.83401']",30.15772, -97.83401,30.1580294,-97.8339695
"Chicken Bowl, The",78701.0,2022-11-10,83,"1610 LAVACA ST AUSTIN, TX 78701 ",2800905,Routine Inspection,"['30.27888', ' -97.74146']",30.27888, -97.74146,30.27899,-97.7417318
Tumble 22,78757.0,2022-11-10,86,"7211 BURNET RD AUSTIN, TX 78757 ",11868678,Routine Inspection,"['30.34811', ' -97.73529']",30.34811, -97.73529,30.3479904,-97.7353198
Lick Ice Creams,78704.0,2022-11-10,100,"1100 S LAMAR BLVD AUSTIN, TX 78704 ",11507838,Routine Inspection,"['30.25572', ' -97.76255']",30.25572, -97.76255,30.2555639,-97.7625306
Harmony School of Innovation - Austin,78744.0,2022-11-10,96,"2124 E ST ELMO RD AUSTIN, TX 78744 ",11222208,Routine Inspection,"['30.21015', ' -97.7457']",30.21015, -97.7457,30.2104696,-97.745125
Kids R Kids ,78717.0,2022-11-10,96,"15111 AVERY RANCH BLVD AUSTIN, TX 78717 ",12186118,Routine Inspection,"['30.49893', ' -97.77251']",30.49893, -97.77251,30.4985526,-97.7721826
Sabor Colombia,78729.0,2022-11-10,76,"13201 N FM 620 RD AUSTIN, TX 78729 ",12394444,Routine Inspection,"['30.46741', ' -97.79003']",30.46741, -97.79003,30.46734,-97.7945517
Moonshine Avery Ranch,78717.0,2022-11-10,92,"10525 W PARMER LN AUSTIN, TX 78717 ",12088157,Routine Inspection,"['30.49707', ' -97.77572']",30.49707, -97.77572,30.4969634,-97.7760109
Thundercloud Subs,78757.0,2022-11-10,97,"7930 BURNET RD AUSTIN, TX 78757 ",2800611,Routine Inspection,"['30.35719', ' -97.73055']",30.35719, -97.73055,30.3577152,-97.7309482
Titaya's Thai Cuisine,78751.0,2022-11-10,89,"5501 N LAMAR BLVD AUSTIN, TX 78751 ",2803076,Routine Inspection,"['30.32335', ' -97.72797']",30.32335, -97.72797,30.3235722,-97.7273868
Dobie Jr High School,78753.0,2022-11-10,97,"1200 E RUNDBERG LN AUSTIN, TX 78753 ",2800114,Routine Inspection,"['30.35408', ' -97.68136']",30.35408, -97.68136,30.3545789,-97.6794391
JG Manchaca Property,78748.0,2022-11-10,87,"11500 MANCHACA RD AUSTIN, TX 78748 ",11280821,Routine Inspection,"['30.1532', ' -97.83382']",30.1532, -97.83382,30.1529749,-97.8337539
Gong Cha,78729.0,2022-11-10,88,"13201 N FM 620 RD AUSTIN, TX 78729 ",12022270,Routine Inspection,"['30.46741', ' -97.79003']",30.46741, -97.79003,30.4673113,-97.7945766
CiCi's Pizza ,78723.0,2022-11-10,93,"5365 N IH AUSTIN, TX 78723",10786483,Routine Inspection,,,,30.3130262,-97.706075
El Secreto De La Abuela #2,78745.0,2022-11-10,89,"5700 MANCHACA RD AUSTIN, TX 78745 ",12119176,Routine Inspection,"['30.21449', ' -97.79911']",30.21449, -97.79911,30.2153977,-97.8003439
Pop,78701.0,2022-11-10,92,"620 W 6TH ST AUSTIN, TX 78701 ",11115760,Routine Inspection,"['30.26989', ' -97.74936']",30.26989, -97.74936,30.2700231,-97.749312
Phoebe's Diner,78701.0,2022-11-10,92,"408 W 11TH ST AUSTIN, TX 78701 ",12393971,Routine Inspection,"['30.27381', ' -97.74501']",30.27381, -97.74501,30.2740975,-97.7449381
Merit Coffee,78704.0,2022-11-10,96,"1105 S LAMAR BLVD AUSTIN, TX 78704 ",12130828,Routine Inspection,"['30.2554', ' -97.76189']",30.2554, -97.76189,30.2552756,-97.7617465
Del Valle Donuts,78617.0,2022-11-10,87,"12800 PEARCE LN AUSTIN, TX 78617 ",10292321,Routine Inspection,"['30.16934', ' -97.62212']",30.16934, -97.62212,30.1695864,-97.6218171
Pizza Hut,78753.0,2022-11-10,97,"1015 E BRAKER LN AUSTIN, TX 78753 ",10034421,Routine Inspection,"['30.37472', ' -97.67178']",30.37472, -97.67178,30.3744691,-97.671752
Riverside Nursing and Rehabilitation Center,78741.0,2022-11-10,86,"6801 E RIVERSIDE DR AUSTIN, TX 78741 ",12175762,Routine Inspection,"['30.22254', ' -97.6991']",30.22254, -97.6991,30.2220852,-97.6995076
Unbarlievable,78701.0,2022-11-10,91,"76 RAINEY ST AUSTIN, TX 78701 ",11672648,Routine Inspection,"['30.25884', ' -97.73872']",30.25884, -97.73872,30.2588766,-97.7389487
Sharetea,78729.0,2022-11-10,92,"13343 N US 183 HWY AUSTIN, TX 78729 ",11961172,Routine Inspection,"['30.44848', ' -97.78263']",30.44848, -97.78263,30.4461367,-97.7862144
Cava,78701.0,2022-11-10,76,"515 CONGRESS AVE AUSTIN, TX 78701 ",12393597,Routine Inspection,"['30.26725', ' -97.74312']",30.26725, -97.74312,30.2677416,-97.7426039
La Catedral Del Marisco #3,78745.0,2022-11-10,90,"4118 S IH AUSTIN, TX 78745",11242428,Routine Inspection,,,,30.2150299,-97.7533652
E Braker Lane Food Mart,78753.0,2022-11-10,87,"1005 E BRAKER LN AUSTIN, TX 78753 ",11980377,Routine Inspection,"['30.37519', ' -97.67214']",30.37519, -97.67214,30.3747222,-97.6722222
VANDe Kitchen,78749.0,2022-11-10,100,"4220 MONTEREY OAKS BLVD AUSTIN, TX 78749 ",12393316,Routine Inspection,"['30.22982', ' -97.83284']",30.22982, -97.83284,30.2295853,-97.8320786
Rudy,78726.0,2022-11-10,90,"7709 N FM 620 RD AUSTIN, TX 78726 ",12394578,Routine Inspection,"['30.41079', ' -97.84954']",30.41079, -97.84954,30.4105505,-97.8493854
McDonald's ,78717.0,2022-11-10,99,"10525 W PARMER LN AUSTIN, TX 78717 ",11824383,Routine Inspection,"['30.49707', ' -97.77572']",30.49707, -97.77572,30.4962744,-97.7754611
Canyon Creek,78726.0,2022-11-10,95,"10210 EMBER GLEN DR AUSTIN, TX 78726 ",2801190,Routine Inspection,"['30.43667', ' -97.82502']",30.43667, -97.82502,30.4376032,-97.8245791
Circle K ,78753.0,2022-11-10,94,"11139 N IH AUSTIN, TX 78753",2803560,Routine Inspection,,,,30.3759705,-97.6755406
Alamo Drafthouse Cinemas,78757.0,2022-11-10,96,"2700 W ANDERSON LN AUSTIN, TX 78757 ",12395443,Routine Inspection,"['30.3581', ' -97.73512']",30.3581, -97.73512,30.3600283,-97.7348361
Gracy Food Mart,78758.0,2022-11-09,77,"12001 BURNET RD AUSTIN, TX 78758 ",12099720,Routine Inspection,"['30.40778', ' -97.71391']",30.40778, -97.71391,30.4072018,-97.7131812
Alamo Drafthouse Cinemas,78704.0,2022-11-09,95,"1120 S LAMAR BLVD AUSTIN, TX 78704 ",12395444,Routine Inspection,"['30.25547', ' -97.76185']",30.25547, -97.76185,30.2560666,-97.7633276
SV - Tarka Indian Kitchen,78745.0,2022-11-09,80,"5207 BRODIE LN SUNSET VALLEY, TX 78745 ",10333486,Routine Inspection,"['30.23132', ' -97.81844']",30.23132, -97.81844,30.2308745,-97.8175322
Taste Of Home Handmade Dumplings,78753.0,2022-11-09,86,"10901 N LAMAR BLVD AUSTIN, TX 78753 ",12396604,Routine Inspection,"['30.37841', ' -97.6879']",30.37841, -97.6879,30.3791256,-97.6870555
Home Cooked ATX LLC,78752.0,2022-11-09,98,"1300 E ANDERSON LN AUSTIN, TX 78752 ",12397217,Routine Inspection,"['30.3343', ' -97.68934']",30.3343, -97.68934,30.3371519,-97.6885227
Little Woodrow's,78753.0,2022-11-09,89,"12601 TECH RIDGE BLVD AUSTIN, TX 78753 ",11440024,Routine Inspection,"['30.40036', ' -97.65873']",30.40036, -97.65873,30.400693,-97.657909
TLC,78704.0,2022-11-09,90,"1100 S LAMAR BLVD AUSTIN, TX 78704 ",11821290,Routine Inspection,"['30.25572', ' -97.76255']",30.25572, -97.76255,30.2556904,-97.7630622
Foodie's Corner 3,78735.0,2022-11-09,96,"8225 W SH AUSTIN, TX 78735",11748577,Routine Inspection,,,,30.246155,-97.8881081
Lowcarb Austin LLC,78752.0,2022-11-09,100,"1300 E ANDERSON LN AUSTIN, TX 78752 ",12395833,Routine Inspection,"['30.3343', ' -97.68934']",30.3343, -97.68934,30.3371519,-97.6885227
DUMPLING AND BEYOND,78752.0,2022-11-09,100,"1300 E ANDERSON BLVD AUSTIN, TX 78752 ",12395369,Routine Inspection,"['30.3343', ' -97.68934']",30.3343, -97.68934,30.3371519,-97.6885227
SV - BJ's Restaurant & Brewhouse,78745.0,2022-11-09,93,"5207 BRODIE LN SUNSET VALLEY, TX 78745 ",10029239,Routine Inspection,"['30.23132', ' -97.81844']",30.23132, -97.81844,30.2316536,-97.8168989
Cornucopia Popcorn,78729.0,2022-11-09,76,"7318 MC NEIL DR AUSTIN, TX 78729 ",11563122,Routine Inspection,"['30.43537', ' -97.76748']",30.43537, -97.76748,30.4358761,-97.7678034
Accent Food Services - San Miguel Management LP,78705.0,2022-11-09,100,"2215 RIO GRANDE ST AUSTIN, TX 78705 ",12395917,Routine Inspection,"['30.28646', ' -97.7448']",30.28646, -97.7448,30.2863086,-97.7444288
Austin Rotisserie and Sandwicherie,78701.0,2022-11-09,86,"111 CONGRESS AVE AUSTIN, TX 78701 ",12395391,Routine Inspection,"['30.26391', ' -97.74434']",30.26391, -97.74434,30.2635605,-97.7435322
Louisiana Crab Shack,78757.0,2022-11-09,71,"2525 W ANDERSON LN AUSTIN, TX 78757 ",12145697,Routine Inspection,"['30.35693', ' -97.73259']",30.35693, -97.73259,30.3559021,-97.7334802
Mobile Loaves & Fishes-Dwntwn Alliance/Churches,78701.0,2022-11-09,96,"1201 LAVACA ST AUSTIN, TX 78701 ",10085073,Routine Inspection,"['30.27494', ' -97.74292']",30.27494, -97.74292,30.2808924,-97.6226409
Russo's New York Pizzeria,78759.0,2022-11-09,79,"10721 RESEARCH BLVD AUSTIN, TX 78759 ",12392935,Routine Inspection,"['30.39881', ' -97.74565']",30.39881, -97.74565,30.3987053,-97.7447005
Mason's Famous Lobster Rolls,78701.0,2022-11-09,94,"200 CONGRESS AVE AUSTIN, TX 78701 ",12395414,Routine Inspection,"['30.26452', ' -97.74413']",30.26452, -97.74413,30.2646146,-97.7447348
Subway Sandwiches,78721.0,2022-11-09,88,"6105 TECHNI CENTER DR AUSTIN, TX 78721 ",2802134,Routine Inspection,"['30.27578', ' -97.66875']",30.27578, -97.66875,30.2757619,-97.6689754
Dos Batos,78757.0,2022-11-09,87,"2525 W ANDERSON LN AUSTIN, TX 78757 ",12091100,Routine Inspection,"['30.35693', ' -97.73259']",30.35693, -97.73259,30.3568609,-97.7352507
Big Nonna's,78753.0,2022-11-09,94,"12601 TECH RIDGE BLVD AUSTIN, TX 78753 ",12393671,Routine Inspection,"['30.40036', ' -97.65873']",30.40036, -97.65873,30.4008291,-97.6577825
Taverna,78701.0,2022-11-09,76,"258 W 2ND ST AUSTIN, TX 78701 ",2802849,Routine Inspection,"['30.26491', ' -97.74639']",30.26491, -97.74639,30.2651679,-97.7463598
Accent Food Services,78723.0,2022-11-09,100,"5010 OLD MANOR RD AUSTIN, TX 78723 ",11560840,Routine Inspection,"['30.29877', ' -97.69086']",30.29877, -97.69086,30.4780976,-97.6423347
PF - Papa John's ,78660.0,2022-11-09,90,"900 E PECAN PFLUGERVILLE, TX 78660 ",12392335,Routine Inspection,"['30.43575', ' -97.61207']",30.43575, -97.61207,30.4373835,-97.6107367
PF - Little Ceasars ,78660.0,2022-11-09,91,"1912 W PECAN ST PFLUGERVILLE, TX 78660 ",12392618,Routine Inspection,"['30.44644', ' -97.64523']",30.44644, -97.64523,30.4468736,-97.6455729
Eberly,78704.0,2022-11-09,93,"615 S LAMAR BLVD AUSTIN, TX 78704 ",11594069,Routine Inspection,"['30.25882', ' -97.7591']",30.25882, -97.7591,30.2585722,-97.7588662
PF - Shipley Donuts,78660.0,2022-11-09,94,"1912 W PECAN ST PFLUGERVILLE, TX 78660 ",12186607,Routine Inspection,"['30.44644', ' -97.64523']",30.44644, -97.64523,30.4469194,-97.6453811
Austin Daily Press,78752.0,2022-11-09,100,"1300 E ANDERSON LN AUSTIN, TX 78752 ",12395546,Routine Inspection,"['30.3343', ' -97.68934']",30.3343, -97.68934,30.2802145,-97.721145
7-Eleven Convenience Store ,78759.0,2022-11-09,93,"11643 RESEARCH BLVD AUSTIN, TX 78759 ",12185864,Routine Inspection,"['30.41659', ' -97.7458']",30.41659, -97.7458,30.4163242,-97.7454412
"Lucille's Catering, LLC",78752.0,2022-11-09,98,"1300 E ANDERSON LN AUSTIN, TX 78752 ",12396108,Routine Inspection,"['30.3343', ' -97.68934']",30.3343, -97.68934,30.3366201,-97.6893213
Micklethwait Craft Meats,78721.0,2022-11-09,92,"4602 TANNEY ST AUSTIN, TX 78721 ",12394964,Routine Inspection,"['30.27296', ' -97.69029']",30.27296, -97.69029,30.2683627,-97.7252461
"Bearded Baking Company, The",78752.0,2022-11-09,100,"1300 E ANDERSON LN AUSTIN, TX 78752 ",12395283,Routine Inspection,"['30.3343', ' -97.68934']",30.3343, -97.68934,30.3367127,-97.6877012
West Campus Market,78705.0,2022-11-09,91,"709 W 22ND ST AUSTIN, TX 78705 ",10134045,Routine Inspection,"['30.28528', ' -97.74596']",30.28528, -97.74596,30.2852075,-97.7464206
Texan Mart,78753.0,2022-11-09,81,"10401 N IH AUSTIN, TX 78753",12392612,Routine Inspection,,,,30.3679293,-97.6811631
Wendy's Old Fashion Hamburger,78729.0,2022-11-09,86,"10203 LAKE CREEK PKWY AUSTIN, TX 78729 ",11119824,Routine Inspection,"['30.46184', ' -97.79241']",30.46184, -97.79241,30.4615638,-97.7921895
CVS/Pharmacy  ,78757.0,2022-11-09,94,"2900 W ANDERSON LN AUSTIN, TX 78757 ",2804029,Routine Inspection,"['30.35959', ' -97.73741']",30.35959, -97.73741,30.359128,-97.7359136
Applebee's,78735.0,2022-11-09,92,"5010 W US 290 HWY AUSTIN, TX 78735 ",10870106,Routine Inspection,"['30.23492', ' -97.82157']",30.23492, -97.82157,30.2351731,-97.8210314
Domino's,78705.0,2022-11-09,93,"1900 GUADALUPE ST AUSTIN, TX 78705 ",12186099,Routine Inspection,"['30.28218', ' -97.74208']",30.28218, -97.74208,30.2821535,-97.7424565
Sifted LLC,78752.0,2022-11-09,100,"1300 E ANDERSON LN AUSTIN, TX 78752 ",12395328,Routine Inspection,"['30.3343', ' -97.68934']",30.3343, -97.68934,30.3367451,-97.6878883
Two Spoons,78735.0,2022-11-09,93,"7212 W SH AUSTIN, TX 78735",11825080,Routine Inspection,,,,30.2364788,-97.8773422
